"","Jahr","Sentinella.Woche","Konsultationen.pro.100.000.Einwohner","percent.positivity.from.plot","percent_pos_influenza","est_influenza_cases","year_week_day","first_day_of_week","date","daily_cases","date_2","is_observation"
"1",2021,40,23.9,-0.2878313345,0,0,"2021-40-0",2021-10-02,2021-10-05,0,2021-10-05,TRUE
"2",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-06,1.74360161534581e-05,NA,NA
"3",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-07,3.2692530287734e-05,NA,NA
"4",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-08,4.35900403836455e-05,NA,NA
"5",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-09,4.79490444220101e-05,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-10,4.35900403836456e-05,NA,NA
"7",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-11,2.83335262493696e-05,NA,NA
"8",2021,41,25.5,-0.142999007,0,0,"2021-41-0",2021-10-09,2021-10-12,0,2021-10-12,TRUE
"9",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-13,0,NA,NA
"10",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-14,0,NA,NA
"11",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-15,0,NA,NA
"12",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-16,0,NA,NA
"13",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-17,0,NA,NA
"14",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-18,0,NA,NA
"15",2021,42,26.7,-0.2786647315,0,0,"2021-42-0",2021-10-16,2021-10-19,0,2021-10-19,TRUE
"16",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-20,0.000148206137304395,NA,NA
"17",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-21,0.000316027792781431,NA,NA
"18",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-22,0.000462054428066645,NA,NA
"19",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-23,0.000544875504795571,NA,NA
"20",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-24,0.000523080484603749,NA,NA
"21",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-25,0.000355258829126713,NA,NA
"22",2021,43,49.7,-0.1340361062,0,0,"2021-43-0",2021-10-23,2021-10-26,0,2021-10-26,TRUE
"23",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-27,0,NA,NA
"24",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-28,0,NA,NA
"25",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-29,0,NA,NA
"26",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-30,0,NA,NA
"27",NA,NA,NA,NA,NA,NA,NA,NA,2021-10-31,0,NA,NA
"28",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-01,0,NA,NA
"29",2021,44,46,0.01038881674,0.01038881674,0.0047788557004,"2021-44-0",2021-10-30,2021-11-02,0.000682693671485714,2021-11-02,TRUE
"30",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-03,0.00312083083153073,NA,NA
"31",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-04,0.00619719997234727,NA,NA
"32",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-05,0.00961207313974013,NA,NA
"33",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-06,0.0130657223795142,NA,NA
"34",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-07,0.0162584197374742,NA,NA
"35",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-08,0.018890437259425,NA,NA
"36",2021,45,48.9,0.2957757238,0.2957757238,0.1446343289382,"2021-45-0",2021-11-06,2021-11-09,0.0206620469911714,2021-11-09,TRUE
"37",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-10,0.0214315042974772,NA,NA
"38",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-11,0.0216889978189415,NA,NA
"39",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-12,0.0220826995151223,NA,NA
"40",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-13,0.0232607813455776,NA,NA
"41",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-14,0.0258714152698656,NA,NA
"42",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-15,0.0305627732475442,NA,NA
"43",2021,46,60.4,0.4402006468,0.4402006468,0.2658811906672,"2021-46-0",2021-11-13,2021-11-16,0.0379830272381714,2021-11-16,TRUE
"44",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-17,0.0484948075499172,NA,NA
"45",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-18,0.0613185778853987,NA,NA
"46",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-19,0.075389260295845,NA,NA
"47",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-20,0.0896417768324849,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-21,0.103011049546548,NA,NA
"49",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-22,0.114432000489262,NA,NA
"50",2021,47,99.3,0.865938431,0.865938431,0.859876861983,"2021-47-0",2021-11-20,2021-11-23,0.122839551711857,2021-11-23,TRUE
"51",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-24,0.127482384528507,NA,NA
"52",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-25,0.128864217305164,NA,NA
"53",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-26,0.127802527670728,NA,NA
"54",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-27,0.125114793254095,NA,NA
"55",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-28,0.121618491684164,NA,NA
"56",NA,NA,NA,NA,NA,NA,NA,NA,2021-11-29,0.118131100589833,NA,NA
"57",2021,48,80,1.010363354,1.010363354,0.8082906832,"2021-48-0",2021-11-27,2021-11-30,0.1154700976,2021-11-30,TRUE
"58",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-01,0.114259682739044,NA,NA
"59",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-02,0.114350945613266,NA,NA
"60",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-03,0.115401698224448,NA,NA
"61",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-04,0.117069752574374,NA,NA
"62",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-05,0.119012920664824,NA,NA
"63",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-06,0.120889014497581,NA,NA
"64",2021,49,66.1,1.295750261,1.295750261,0.856490922521,"2021-49-0",2021-12-04,2021-12-07,0.122355846074429,2021-12-07,TRUE
"65",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-08,0.123276257304803,NA,NA
"66",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-09,0.124333209728761,NA,NA
"67",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-10,0.126414694794018,NA,NA
"68",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-11,0.130408703948286,NA,NA
"69",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-12,0.137203228639278,NA,NA
"70",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-13,0.147686260314706,NA,NA
"71",2021,50,66.2,1.720876938,1.720876938,1.139220532956,"2021-50-0",2021-12-11,2021-12-14,0.162745790422286,2021-12-14,TRUE
"72",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-15,0.182763163339573,NA,NA
"73",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-16,0.206093135163501,NA,NA
"74",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-17,0.230583814920849,NA,NA
"75",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-18,0.254083311638394,NA,NA
"76",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-19,0.274439734342916,NA,NA
"77",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-20,0.289501192061192,NA,NA
"78",2021,51,81,2.567667354,2.567667354,2.07981055674,"2021-51-0",2021-12-18,2021-12-21,0.29711579382,2021-12-21,TRUE
"79",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-22,0.29599712230729,NA,NA
"80",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-23,0.2883206548557,NA,NA
"81",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-24,0.277127342459038,NA,NA
"82",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-25,0.265458136111114,NA,NA
"83",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-26,0.256353986805736,NA,NA
"84",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-27,0.252855845536714,NA,NA
"85",2021,52,52.9,3.414050365,3.414050365,1.806032643085,"2021-52-0",2021-12-25,2021-12-28,0.258004663297857,2021-12-28,TRUE
"86",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-29,0.273966364435332,NA,NA
"87",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-30,0.299406766704738,NA,NA
"88",NA,NA,NA,NA,NA,NA,NA,NA,2021-12-31,0.332116661214035,NA,NA
"89",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-01,0.36988683907118,NA,NA
"90",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-02,0.410508091384131,NA,NA
"91",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-03,0.451771209260847,NA,NA
"92",2022,1,83.5,4.120082499,4.120082499,3.440268886665,"2022-1-0",2022-01-01,2022-01-04,0.491466983809286,2022-01-04,TRUE
"93",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-05,0.527864395899728,NA,NA
"94",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-06,0.561145185451748,NA,NA
"95",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-07,0.59196928214724,NA,NA
"96",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-08,0.620996615668102,NA,NA
"97",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-09,0.648887115696227,NA,NA
"98",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-10,0.676300711913514,NA,NA
"99",2022,2,93.9,5.247370967,5.247370967,4.927281338013,"2022-2-0",2022-01-08,2022-01-11,0.703897334001857,2022-01-11,TRUE
"100",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-12,0.732274322036804,NA,NA
"101",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-13,0.761778657668506,NA,NA
"102",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-14,0.792694732940765,NA,NA
"103",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-15,0.825306939897384,NA,NA
"104",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-16,0.859899670582166,NA,NA
"105",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-17,0.896757317038913,NA,NA
"106",2022,3,102.8,6.374659435,6.374659435,6.55314989918,"2022-3-0",2022-01-15,2022-01-18,0.936164271311428,2022-01-18,TRUE
"107",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-19,0.978424662890316,NA,NA
"108",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-20,1.02392157105339,NA,NA
"109",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-21,1.07305781252527,NA,NA
"110",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-22,1.12623620403057,NA,NA
"111",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-23,1.1838595622939,NA,NA
"112",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-24,1.24633070403989,NA,NA
"113",2022,4,116.1,7.922796832,7.922796832,9.198367121952,"2022-4-0",2022-01-22,2022-01-25,1.31405244599314,2022-01-25,TRUE
"114",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-26,1.38678077508362,NA,NA
"115",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-27,1.46168435906258,NA,NA
"116",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-28,1.53528503588662,NA,NA
"117",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-29,1.60410464351236,NA,NA
"118",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-30,1.66466501989639,NA,NA
"119",NA,NA,NA,NA,NA,NA,NA,NA,2022-01-31,1.71348800299531,NA,NA
"120",2022,5,121.9,10.03254144,10.03254144,12.22966801536,"2022-5-0",2022-01-29,2022-02-01,1.74709543076571,2022-02-01,TRUE
"121",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-02,1.76294576732735,NA,NA
"122",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-03,1.76224398145252,NA,NA
"123",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-04,1.74713166807665,NA,NA
"124",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-05,1.71975042213517,NA,NA
"125",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-06,1.68224183856352,NA,NA
"126",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-07,1.63674751229713,NA,NA
"127",2022,6,91.4,12.14208235,12.14208235,11.0978632679,"2022-6-0",2022-02-05,2022-02-08,1.58540903827143,2022-02-08,TRUE
"128",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-09,1.53070445090897,NA,NA
"129",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-10,1.47645754258073,NA,NA
"130",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-11,1.42682854514478,NA,NA
"131",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-12,1.38597769045922,NA,NA
"132",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13,1.35806521038213,NA,NA
"133",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-14,1.3472513367716,NA,NA
"134",2022,7,65.4,14.5319176,14.5319176,9.5038741104,"2022-7-0",2022-02-12,2022-02-15,1.35769630148571,2022-02-15,TRUE
"135",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-16,1.39230199720156,NA,NA
"136",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-17,1.44893695987222,NA,NA
"137",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-18,1.52421138626982,NA,NA
"138",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-19,1.61473547316644,NA,NA
"139",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-20,1.71711941733418,NA,NA
"140",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-21,1.82797341554514,NA,NA
"141",2022,8,76,17.9044127,17.9044127,13.607353652,"2022-8-0",2022-02-19,2022-02-22,1.94390766457143,2022-02-22,TRUE
"142",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23,2.06254069394947,NA,NA
"143",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-24,2.18552436427306,NA,NA
"144",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25,2.31551886890032,NA,NA
"145",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-26,2.45518440118938,NA,NA
"146",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27,2.60718115449835,NA,NA
"147",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28,2.77416932218538,NA,NA
"148",2022,9,90.2,22.96193313,22.96193313,20.71166368326,"2022-9-0",2022-02-26,2022-03-01,2.95880909760857,2022-03-01,TRUE
"149",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-02,3.16315347727109,NA,NA
"150",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-03,3.38682667025622,NA,NA
"151",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-04,3.62884568879224,NA,NA
"152",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-05,3.88822754510747,NA,NA
"153",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-06,4.16398925143021,NA,NA
"154",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-07,4.45514781998876,NA,NA
"155",2022,10,116.6,28.58065338,28.58065338,33.32504184108,"2022-10-0",2022-03-05,2022-03-08,4.76072026301143,2022-03-08,TRUE
"156",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-09,5.07798066280228,NA,NA
"157",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-10,5.39723138196847,NA,NA
"158",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,5.7070318531929,NA,NA
"159",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-12,5.9959415091585,NA,NA
"160",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-13,6.25251978254818,NA,NA
"161",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-14,6.46532610604485,NA,NA
"162",2022,11,143.2,32.37460851,32.37460851,46.36043938632,"2022-11-0",2022-03-12,2022-03-15,6.62291991233143,2022-03-15,TRUE
"163",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-16,6.71704514370554,NA,NA
"164",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,6.75218378092367,NA,NA
"165",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,6.73600231435698,NA,NA
"166",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-19,6.67616723437666,NA,NA
"167",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-20,6.58034503135388,NA,NA
"168",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-21,6.45620219565984,NA,NA
"169",2022,12,129.7,34.06309678,34.06309678,44.17983652366,"2022-12-0",2022-03-19,2022-03-22,6.31140521766571,2022-03-22,TRUE
"170",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-23,6.15249973743649,NA,NA
"171",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,5.98154799381242,NA,NA
"172",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,5.79949137532756,NA,NA
"173",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,5.60727127051597,NA,NA
"174",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27,5.40582906791171,NA,NA
"175",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-28,5.19610615604885,NA,NA
"176",2022,13,104.9,33.22526927,33.22526927,34.85330746423,"2022-13-0",2022-03-26,2022-03-29,4.97904392346143,2022-03-29,TRUE
"177",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-30,4.75637002290671,NA,NA
"178",NA,NA,NA,NA,NA,NA,NA,NA,2022-03-31,4.53295716403467,NA,NA
"179",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,4.31446432071848,NA,NA
"180",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,4.10655046683132,NA,NA
"181",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-03,3.91487457624636,NA,NA
"182",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-04,3.74509562283676,NA,NA
"183",2022,14,82.9,30.42232577,30.42232577,25.22010806333,"2022-14-0",2022-04-02,2022-04-05,3.60287258047571,2022-04-05,TRUE
"184",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-06,3.4911244758472,NA,NA
"185",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-07,3.4018105468785,NA,NA
"186",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-08,3.32415008430772,NA,NA
"187",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,3.24736237887294,NA,NA
"188",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-10,3.16066672131229,NA,NA
"189",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11,3.05328240236384,NA,NA
"190",2022,15,80.4,25.37437934,25.37437934,20.40100098936,"2022-15-0",2022-04-09,2022-04-12,2.91442871276571,2022-04-12,TRUE
"191",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-13,2.73700853831026,NA,NA
"192",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14,2.5286591450069,NA,NA
"193",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-15,2.30070139391929,NA,NA
"194",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16,2.06445614611113,NA,NA
"195",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-17,1.83124426264607,NA,NA
"196",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-18,1.61238660458781,NA,NA
"197",2022,16,52.5,18.92272044,18.92272044,9.934428231,"2022-16-0",2022-04-16,2022-04-19,1.419204033,2022-04-19,TRUE
"198",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-20,1.26024974287538,NA,NA
"199",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-21,1.13300626492288,NA,NA
"200",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,1.03218846378047,NA,NA
"201",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-23,0.952511204086143,NA,NA
"202",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-24,0.888689350477873,NA,NA
"203",NA,NA,NA,NA,NA,NA,NA,NA,2022-04-25,0.835437767593641,NA,NA
"204",2022,17,44.2,12.47126525,12.47126525,5.5122992405,"2022-17-0",2022-04-23,2022-04-26,0.787471320071429,2022-04-26,TRUE
