"date","observed_incidence","CI_down_observed_incidence","CI_up_observed_incidence","smoothed_incidence","CI_down_smoothed_incidence","CI_up_smoothed_incidence","deconvolved_incidence","CI_down_deconvolved_incidence","CI_up_deconvolved_incidence","Re_estimate","CI_down_Re_estimate","CI_up_Re_estimate","Re_highHPD","Re_lowHPD","bootstrapped_CI_down_Re_estimate","bootstrapped_CI_up_Re_estimate","observation_type","influenza_type","measuring_period"
2021-10-02,NA,NA,NA,NA,NA,NA,1.44479819654465e-05,1.44479819654465e-05,1.44479819654465e-05,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-03,NA,NA,NA,NA,NA,NA,1.62848990945892e-05,1.62848990945892e-05,1.62848990945892e-05,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-04,NA,NA,NA,NA,NA,NA,1.67053328396674e-05,1.67053328396674e-05,1.67053328396674e-05,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-05,0,0,0,1.42749172308399e-05,1.42749172308399e-05,1.42749172308399e-05,1.69159204065255e-05,1.69159204065255e-05,1.69159204065255e-05,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-06,1.74360161534581e-05,1.74360161534581e-05,1.74360161534581e-05,1.60063614533934e-05,1.60063614533934e-05,1.60063614533934e-05,1.77681470597399e-05,1.77681470597399e-05,1.77681470597399e-05,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-07,3.2692530287734e-05,3.2692530287734e-05,3.2692530287734e-05,1.6351015381641e-05,1.6351015381641e-05,1.6351015381641e-05,1.89280529922498e-05,1.89280529922498e-05,1.89280529922498e-05,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-08,4.35900403836455e-05,4.35900403836455e-05,4.35900403836455e-05,1.66172778272983e-05,1.66172778272983e-05,1.66172778272983e-05,1.99152990503902e-05,1.99152990503902e-05,1.99152990503902e-05,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-09,4.79490444220101e-05,4.79490444220101e-05,4.79490444220101e-05,1.75656795743186e-05,1.75656795743186e-05,1.75656795743186e-05,2.04242400026502e-05,2.04242400026502e-05,2.04242400026502e-05,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-10,4.35900403836456e-05,4.35900403836456e-05,4.35900403836456e-05,1.88025875067096e-05,1.88025875067096e-05,1.88025875067096e-05,2.76944381978439e-05,2.76944381978439e-05,2.76944381978439e-05,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-11,2.83335262493696e-05,2.83335262493696e-05,2.83335262493696e-05,1.99051545862687e-05,1.99051545862687e-05,1.99051545862687e-05,4.56373857963446e-05,4.56373857963446e-05,4.56373857963446e-05,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-12,0,0,0,2.04505337747935e-05,2.04505337747935e-05,2.04505337747935e-05,6.77617563663832e-05,6.77617563663832e-05,6.77617563663832e-05,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-13,0,0,0,2.72287339008562e-05,2.72287339008562e-05,2.72287339008562e-05,9.10456075693222e-05,9.10456075693222e-05,9.10456075693222e-05,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-14,0,0,0,4.30174545540296e-05,4.30174545540296e-05,4.30174545540296e-05,0.000119041399985363,0.000119041399985363,0.000119041399985363,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-15,0,0,0,6.13753848376124e-05,6.13753848376124e-05,6.13753848376124e-05,0.000153041565049526,0.000153041565049526,0.000153041565049526,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-16,0,0,0,8.10485135640441e-05,8.10485135640441e-05,8.10485135640441e-05,0.000175536271573822,0.000175536271573822,0.000175536271573822,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-17,0,0,0,0.000105684446110769,0.000105684446110769,0.000105684446110769,0.000180813762360585,0.000180813762360585,0.000180813762360585,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-18,0,0,0,0.000136194296428591,0.000136194296428591,0.000136194296428591,0.00018829742303737,0.00018829742303737,0.00018829742303737,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-19,0,0,0,0.000157982267305694,0.000157982267305694,0.000157982267305694,0.000201404541766469,0.000201404541766469,0.000201404541766469,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-20,0.000148206137304395,0.000148206137304395,0.000148206137304395,0.000166605822559443,0.000166605822559443,0.000166605822559443,0.000209912674997022,0.000209912674997022,0.000209912674997022,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-21,0.000316027792781431,0.000316027792781431,0.000316027792781431,0.000178205967684424,0.000178205967684424,0.000178205967684424,0.000212905546673859,0.000212905546673859,0.000212905546673859,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-22,0.000462054428066645,0.000462054428066645,0.000462054428066645,0.000194686662191772,0.000194686662191772,0.000194686662191772,0.000212732392889451,0.000212732392889451,0.000212732392889451,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-23,0.000544875504795571,0.000544875504795571,0.000544875504795571,0.000207064709457641,0.000207064709457641,0.000207064709457641,0.00031024638570497,0.00031024638570497,0.00031024638570497,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-24,0.000523080484603749,0.000523080484603749,0.000523080484603749,0.000215150380774151,0.000215150380774151,0.000215150380774151,0.000553766981563563,0.000553766981563563,0.000553766981563563,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-25,0.000355258829126713,0.000355258829126713,0.000355258829126713,0.000218753947433419,0.000218753947433419,0.000218753947433419,0.000852104582898762,0.000852104582898762,0.000852104582898762,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-26,0,0,0,0.000316021703404252,0.000316021703404252,0.000316021703404252,0.00132908085866776,0.00132908085866776,0.00132908085866776,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-27,0,0,0,0.000542667878730454,0.000542667878730454,0.000542667878730454,0.00216482229000462,0.00216482229000462,0.00216482229000462,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-28,0,0,0,0.000804854648816635,0.000804854648816635,0.000804854648816635,0.00330962986241849,0.00330962986241849,0.00330962986241849,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-29,0,0,0,0.00123088961329247,0.00123088961329247,0.00123088961329247,0.00465923661234062,0.00465923661234062,0.00465923661234062,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-30,0,0,0,0.00196920410579093,0.00196920410579093,0.00196920410579093,0.00608661950392919,0.00608661950392919,0.00608661950392919,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-31,0,0,0,0.00295614590272154,0.00295614590272154,0.00295614590272154,0.00764638225645603,0.00764638225645603,0.00764638225645603,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-01,0,0,0,0.00412806278049385,0.00412806278049385,0.00412806278049385,0.00950070416582526,0.00950070416582526,0.00950070416582526,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-02,0.000682693671485714,0.000682693671485714,0.000682693671485714,0.00540690348864201,0.00540690348864201,0.00540690348864201,0.01148775078529,0.01148775078529,0.01148775078529,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-03,0.00312083083153073,0.00312083083153073,0.00312083083153073,0.00684232673829856,0.00684232673829856,0.00684232673829856,0.013396886930976,0.013396886930976,0.013396886930976,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-04,0.00619719997234727,0.00619719997234727,0.00619719997234727,0.00856224524827064,0.00856224524827064,0.00856224524827064,0.0153323621421814,0.0153323621421814,0.0153323621421814,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-05,0.00961207313974013,0.00961207313974013,0.00961207313974013,0.010419796187564,0.010419796187564,0.010419796187564,0.0174412095286512,0.0174412095286512,0.0174412095286512,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-06,0.0130657223795142,0.0130657223795142,0.0130657223795142,0.0122481333443635,0.0122481333443635,0.0122481333443635,0.0201563295449395,0.0201563295449395,0.0201563295449395,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-07,0.0162584197374742,0.0162584197374742,0.0162584197374742,0.0141451943662446,0.0141451943662446,0.0141451943662446,0.0234878777587937,0.0234878777587937,0.0234878777587937,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-08,0.018890437259425,0.018890437259425,0.018890437259425,0.016208916900783,0.016208916900783,0.016208916900783,0.026925187630004,0.026925187630004,0.026925187630004,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-09,0.0206620469911714,0.0206620469911714,0.0206620469911714,0.0188030813625039,0.0188030813625039,0.0188030813625039,0.031108744836105,0.031108744836105,0.031108744836105,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-10,0.0214315042974772,0.0214315042974772,0.0214315042974772,0.021929663459868,0.021929663459868,0.021929663459868,0.0366086836727174,0.0366086836727174,0.0366086836727174,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-11,0.0216889978189415,0.0216889978189415,0.0216889978189415,0.0251438937813534,0.0251438937813534,0.0251438937813534,0.0427346852358881,0.0427346852358881,0.0427346852358881,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-12,0.0220826995151223,0.0220826995151223,0.0220826995151223,0.0290535634841015,0.0290535634841015,0.0290535634841015,0.049238876316371,0.049238876316371,0.049238876316371,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-13,0.0232607813455776,0.0232607813455776,0.0232607813455776,0.034138580965561,0.034138580965561,0.034138580965561,0.05657784494839,0.05657784494839,0.05657784494839,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-14,0.0258714152698656,0.0258714152698656,0.0258714152698656,0.0397623526746709,0.0397623526746709,0.0397623526746709,0.0650390356569967,0.0650390356569967,0.0650390356569967,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-15,0.0305627732475442,0.0305627732475442,0.0305627732475442,0.0457800963608751,0.0457800963608751,0.0457800963608751,0.073571744897387,0.073571744897387,0.073571744897387,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-16,0.0379830272381714,0.0379830272381714,0.0379830272381714,0.0526247338768081,0.0526247338768081,0.0526247338768081,0.0812622499632098,0.0812622499632098,0.0812622499632098,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-17,0.0484948075499172,0.0484948075499172,0.0484948075499172,0.0605262278261956,0.0605262278261956,0.0605262278261956,0.0886640270185966,0.0886640270185966,0.0886640270185966,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-18,0.0613185778853987,0.0613185778853987,0.0613185778853987,0.0685678280134197,0.0685678280134197,0.0685678280134197,0.0964282709095377,0.0964282709095377,0.0964282709095377,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-19,0.075389260295845,0.075389260295845,0.075389260295845,0.076012091282161,0.076012091282161,0.076012091282161,0.10356396838685,0.10356396838685,0.10356396838685,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-20,0.0896417768324849,0.0896417768324849,0.0896417768324849,0.083357940795093,0.083357940795093,0.083357940795093,0.108962587815965,0.108962587815965,0.108962587815965,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-21,0.103011049546548,0.103011049546548,0.103011049546548,0.0911042997148893,0.0911042997148893,0.0911042997148893,0.113140187862346,0.113140187862346,0.113140187862346,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-22,0.114432000489262,0.114432000489262,0.114432000489262,0.0983190362903626,0.0983190362903626,0.0983190362903626,0.116658088197721,0.116658088197721,0.116658088197721,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-23,0.122839551711857,0.122839551711857,0.122839551711857,0.10405506124144,0.10405506124144,0.10405506124144,0.119438759505025,0.119438759505025,0.119438759505025,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-24,0.127482384528507,0.127482384528507,0.127482384528507,0.108788861437467,0.108788861437467,0.108788861437467,0.121105003992968,0.121105003992968,0.121105003992968,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-25,0.128864217305164,0.128864217305164,0.128864217305164,0.112919713536449,0.112919713536449,0.112919713536449,0.121311479655974,0.121311479655974,0.121311479655974,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-26,0.127802527670728,0.127802527670728,0.127802527670728,0.116306145128156,0.116306145128156,0.116306145128156,0.121042056622767,0.121042056622767,0.121042056622767,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-27,0.125114793254095,0.125114793254095,0.125114793254095,0.118613519479575,0.118613519479575,0.118613519479575,0.121097868335306,0.121097868335306,0.121097868335306,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-28,0.121618491684164,0.121618491684164,0.121618491684164,0.119507199857692,0.119507199857692,0.119507199857692,0.120850224221366,0.120850224221366,0.120850224221366,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-29,0.118131100589833,0.118131100589833,0.118131100589833,0.119868322347,0.119868322347,0.119868322347,0.12042955182761,0.12042955182761,0.12042955182761,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-30,0.1154700976,0.1154700976,0.1154700976,0.12038759888828,0.12038759888828,0.12038759888828,0.120489564476446,0.120489564476446,0.120489564476446,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-01,0.114259682739044,0.114259682739044,0.114259682739044,0.120444756532952,0.120444756532952,0.120444756532952,0.121117487139485,0.121117487139485,0.121117487139485,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-02,0.114350945613266,0.114350945613266,0.114350945613266,0.120230954816705,0.120230954816705,0.120230954816705,0.1223534457462,0.1223534457462,0.1223534457462,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-03,0.115401698224448,0.115401698224448,0.115401698224448,0.120384670152858,0.120384670152858,0.120384670152858,0.124672718203671,0.124672718203671,0.124672718203671,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-04,0.117069752574374,0.117069752574374,0.117069752574374,0.120956604909276,0.120956604909276,0.120956604909276,0.128242890899562,0.128242890899562,0.128242890899562,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-05,0.119012920664824,0.119012920664824,0.119012920664824,0.121997461453823,0.121997461453823,0.121997461453823,0.132612192211559,0.132612192211559,0.132612192211559,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-06,0.120889014497581,0.120889014497581,0.120889014497581,0.123991197995382,0.123991197995382,0.123991197995382,0.138613189465496,0.138613189465496,0.138613189465496,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-07,0.122355846074429,0.122355846074429,0.122355846074429,0.127102463454586,0.127102463454586,0.127102463454586,0.146825895978641,0.146825895978641,0.146825895978641,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-08,0.123276257304803,0.123276257304803,0.123276257304803,0.130902996266927,0.130902996266927,0.130902996266927,0.156319636561988,0.156319636561988,0.156319636561988,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-09,0.124333209728761,0.124333209728761,0.124333209728761,0.13621498306171,0.13621498306171,0.13621498306171,0.166766290088366,0.166766290088366,0.166766290088366,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-10,0.126414694794018,0.126414694794018,0.126414694794018,0.143567856577731,0.143567856577731,0.143567856577731,0.178708198685731,0.178708198685731,0.178708198685731,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-11,0.130408703948286,0.130408703948286,0.130408703948286,0.152094224414713,0.152094224414713,0.152094224414713,0.192421398878041,0.192421398878041,0.192421398878041,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-12,0.137203228639278,0.137203228639278,0.137203228639278,0.161583398294078,0.161583398294078,0.161583398294078,0.20598717632561,0.20598717632561,0.20598717632561,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-13,0.147686260314706,0.147686260314706,0.147686260314706,0.172574559638769,0.172574559638769,0.172574559638769,0.217898677586715,0.217898677586715,0.217898677586715,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-14,0.162745790422286,0.162745790422286,0.162745790422286,0.185325120600792,0.185325120600792,0.185325120600792,0.229171367986506,0.229171367986506,0.229171367986506,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-15,0.182763163339573,0.182763163339573,0.182763163339573,0.198121318449876,0.198121318449876,0.198121318449876,0.24096519857202,0.24096519857202,0.24096519857202,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-16,0.206093135163501,0.206093135163501,0.206093135163501,0.209692732127479,0.209692732127479,0.209692732127479,0.251637725861643,0.251637725861643,0.251637725861643,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-17,0.230583814920849,0.230583814920849,0.230583814920849,0.220961786293201,0.220961786293201,0.220961786293201,0.259341133543598,0.259341133543598,0.259341133543598,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-18,0.254083311638394,0.254083311638394,0.254083311638394,0.232850905606639,0.232850905606639,0.232850905606639,0.26502782814599,0.26502782814599,0.26502782814599,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-19,0.274439734342916,0.274439734342916,0.274439734342916,0.243781144815168,0.243781144815168,0.243781144815168,0.271231478190491,0.271188567591082,0.2712743887899,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-12-20,0.289501192061192,0.289501192061192,0.289501192061192,0.252122421720697,0.252122421720697,0.252122421720697,0.27797380491135,0.277763256166842,0.278184353655859,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
